DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7137419,1,3,2,1,1,2,1000000,1,205000,2,,1,1,48,31,1,66,66,50.9820516008078
7137554,2,1,1,2,,2,,2,,,,2,2,96,28,1,68,"",14.5029411197469
7137597,1,1,1,1,2,1,1000000,2,,2,,2,2,36,28,1,68,68,21.1424210776264
7137597,1,1,2,1,2,2,1000000,2,,2,,2,2,12,19,1,68,68,21.1424210776264
7137602,1,1,1,1,2,1,1000000,1,300000,1,819444,1,1,24,46,1,68,68,40.4520946641393
7137602,1,1,2,1,2,2,1000000,1,300000,1,819444,1,1,24,39,1,68,68,40.4520946641393
7137809,1,1,1,1,1,2,900000,2,,2,,2,2,12,20,1,70,70,8.11960891411066
7137809,1,1,2,1,1,2,900000,2,,2,,2,2,15,27,1,70,70,8.11960891411066
7137809,1,1,3,1,1,1,900000,2,,2,,2,2,14,35,1,70,70,8.11960891411066
7137820,1,1,1,1,1,2,1000000,1,290300,1,1000000,1,2,17,27,1,70,70,12.3152471246843
7137820,1,1,1,3,,2,,2,,,,2,2,120,34,1,70,70,12.3152471246843
7137820,1,1,2,1,1,2,1000000,1,290300,1,1000000,1,2,12,25,1,70,70,12.3152471246843
7137820,1,1,3,1,1,2,1000000,1,290300,1,1000000,1,2,15,26,1,70,70,12.3152471246843
7137870,1,2,1,2,,1,,2,,,,2,2,12,37,1,73,73,25.2139804615489
7137925,1,1,1,1,2,2,700000,1,225000,2,,1,2,8,20,1,73,73,40.3313926229528
7138022,1,2,1,1,2,1,759761,2,,2,,2,2,36,33,1,76,76,57.6826013726615
7138022,1,2,1,2,,2,,2,,,,2,2,204,48,1,76,76,57.6826013726615
7138027,1,3,1,1,2,2,624000,2,,2,,2,2,1,40,1,76,"",34.2889424296573
7138027,1,3,1,2,,2,,2,,,,2,2,7,47,1,76,"",34.2889424296573
7138028,1,1,1,2,,1,,2,,,,2,2,372,64,1,76,"",31.5370670805989
7138278,1,1,1,1,1,1,1000000,1,282807,1,943571,1,2,120,68,1,88,88,2.39553451933265
7138285,1,3,1,2,,1,,2,,,,2,2,6,26,1,88,88,3.13726806119515
7138413,1,1,1,2,,2,,2,,,,2,2,7,32,1,08,"",140.808350520785
7138417,1,2,1,2,,1,,2,,,,2,2,24,33,1,08,"",126.776422410889
7138417,1,2,2,2,,1,,2,,,,2,2,24,40,1,08,"",126.776422410889
7138418,1,1,1,1,2,1,550000,2,,2,,1,2,36,63,1,08,"",140.863901119013
7138418,1,1,2,1,2,1,550000,2,,2,,1,2,2,18,1,08,"",140.863901119013
7138421,1,2,1,1,2,1,720000,2,,2,,2,2,12,32,1,08,"",107.85335291453
7138429,1,1,1,1,2,1,580000,2,,2,,2,2,60,36,1,44,"",65.9979024970092
7138444,1,1,1,3,,2,,2,,,,2,2,72,47,2,11,"",18.8593869667119
7138525,1,1,1,1,2,2,600000,2,,2,,2,2,12,19,1,68,"",115.77670132105
7138525,1,2,1,1,1,1,1000000,2,,2,,2,2,84,67,1,68,"",115.77670132105
7138525,1,2,2,1,1,1,1000000,2,,2,,2,2,48,28,1,68,"",115.77670132105
7138528,1,1,1,1,2,1,400000,2,,2,,2,2,8,32,1,68,"",64.4649394361959
7138528,1,1,2,1,2,1,400000,2,,2,,2,2,6,29,1,68,"",64.4649394361959
7138534,1,1,1,1,2,1,750000,2,,2,,2,2,18,48,2,68,"",71.2203253153281
7138534,1,1,2,1,2,1,750000,2,,2,,2,2,24,45,2,68,"",71.2203253153281
7138534,1,1,3,1,2,1,750000,2,,2,,2,2,15,35,2,68,"",71.2203253153281
7138534,1,1,4,1,2,1,750000,2,,2,,2,2,15,40,2,68,"",71.2203253153281
7138545,1,1,1,3,,1,,2,,,,2,2,120,55,2,68,"",102.933975708506
7138545,1,1,2,3,,2,,2,,,,2,2,240,60,2,68,"",102.933975708506
7138622,1,1,1,2,,1,,2,,,,2,2,3,32,1,73,"",56.2088712585551
7138661,1,1,1,2,,2,,2,,,,2,2,48,32,1,73,"",73.3536414222344
7138680,1,1,1,3,,1,,2,,,,2,2,24,63,1,73,"",85.1195174559467
7138724,1,1,1,1,2,1,400000,2,,2,,2,2,7,45,2,73,"",42.5761819141761
7138724,1,1,2,1,2,1,250000,2,,2,,2,2,3,29,2,73,"",42.5761819141761
7138726,1,1,1,1,2,1,150000,2,,2,,2,2,6,40,2,73,"",132.211914498956
7138728,1,1,1,1,2,1,400000,2,,2,,2,2,4,31,2,73,"",131.832001633488
7138743,1,1,1,1,2,2,120000,2,,2,,2,2,3,24,1,73,"",119.041065607461
7138750,1,1,1,3,,2,,2,,,,2,2,240,43,2,73,"",114.737280763019
7138754,1,1,1,2,,1,,2,,,,2,2,48,40,2,73,"",45.280363925706
7138759,1,1,1,3,,2,,2,,,,2,2,180,45,2,73,"",145.800510482204
7138776,1,3,2,2,,1,,2,,,,2,2,60,40,1,05,05,100.75831084367
7138776,1,3,1,2,,1,,2,,,,2,2,60,35,1,05,05,100.75831084367
7138782,1,1,1,1,2,1,1500000,2,,2,,2,2,24,30,1,05,05,81.1918452959772
7138795,1,2,1,1,2,2,875122,2,,2,,2,2,48,45,1,05,05,136.444198253532
7138830,1,1,1,1,2,2,1000000,1,300000,1,1900000,1,1,24,36,1,05,05,145.862600486037
7138830,1,1,1,2,,1,,2,,,,2,2,360,84,1,05,05,145.862600486037
7138876,1,1,1,1,2,1,1152000,2,,2,,2,2,36,54,1,11,11,359.517588147271
7138876,1,1,2,1,2,2,1152000,2,,2,,2,2,25,33,1,11,11,359.517588147271
7138876,1,1,3,1,2,1,1152000,2,,2,,2,2,31,36,1,11,11,359.517588147271
7138876,1,1,4,1,2,1,1152000,2,,2,,2,2,28,22,1,11,11,359.517588147271
7138876,1,1,5,1,2,2,1152000,2,,2,,2,2,32,31,1,11,11,359.517588147271
7138978,1,1,1,3,,1,,2,,,,2,2,8,46,1,11,11,428.776864306754
7138994,1,1,1,1,1,1,1000000,2,,2,,2,2,18,27,1,11,11,402.46165709453
7138994,1,1,2,1,1,2,1000000,2,,2,,2,2,18,45,1,11,11,402.46165709453
7138994,1,1,3,1,1,2,1000000,2,,2,,2,2,18,18,1,11,11,402.46165709453
7138994,1,1,4,1,1,2,1000000,2,,2,,2,2,18,23,1,11,11,402.46165709453
7139007,1,1,1,1,1,2,1000000,1,205000,1,238988,1,1,24,26,1,11,11,331.902344904633
7139007,1,1,1,2,,1,,1,285000,,,1,1,61,46,1,11,11,331.902344904633
7139007,1,1,2,1,1,1,1000000,1,205000,1,238988,1,1,24,28,1,11,11,331.902344904633
7139007,1,1,3,1,1,1,1000000,1,205000,1,238988,1,1,24,28,1,11,11,331.902344904633
7139007,1,1,4,1,1,1,1000000,1,205000,1,238988,1,1,36,28,1,11,11,331.902344904633
7139016,1,2,1,1,2,1,1000000,1,225000,1,677392,1,1,8,52,1,11,11,320.403217912908
7139016,1,2,2,1,2,1,1000000,1,225000,1,677392,1,1,120,58,1,11,11,320.403217912908
7139030,1,1,1,2,,1,,2,,,,2,2,24,24,1,13,13,47.9344915759115
7139042,1,1,1,1,2,1,630000,2,,2,,2,2,99,99,1,13,13,24.3777382524544
7139065,1,2,1,2,,1,,2,,,,2,2,9,26,1,15,15,5.43438581543783
7139076,1,1,1,1,2,2,480000,2,,2,,2,2,6,30,1,15,15,8.91047292367051
7139076,1,1,2,1,2,1,480000,2,,2,,2,2,3,28,1,15,15,8.91047292367051
7139077,1,1,1,2,,2,,1,289000,,,1,2,36,23,1,15,15,6.27846387160746
7139077,1,1,1,3,,1,,2,,,,2,2,36,26,1,15,15,6.27846387160746
7139153,1,1,1,3,,2,,2,,,,2,2,14,42,1,18,18,10.7022663351307
7139153,1,2,1,3,,1,,2,,,,2,2,12,40,1,18,18,10.7022663351307
7139158,1,1,1,3,,2,,2,,,,2,2,25,30,1,18,18,7.70665029795105
7139209,1,1,1,3,,2,,2,,,,2,2,8,99,1,23,23,23.7211921768065
7139291,1,2,1,2,,1,,2,,,,2,2,61,35,1,27,27,6.84276910220905
7139291,1,2,2,2,,1,,2,,,,2,2,78,40,1,27,27,6.84276910220905
7139328,1,1,1,2,,1,,2,,,,2,2,384,66,1,41,41,25.2094218230076
7139358,1,1,1,2,,1,,2,,,,2,2,9,72,1,47,47,13.2358419730466
7139404,1,1,1,1,2,1,800000,2,,2,,2,2,12,15,1,50,50,15.0679511503419
7139404,1,1,2,1,2,1,800000,2,,2,,2,2,60,18,1,50,50,15.0679511503419
7139408,1,1,1,1,1,2,1000000,2,,2,,2,2,36,25,1,50,50,26.0292283882588
7139408,1,1,2,1,1,2,1000000,2,,2,,2,2,36,25,1,50,50,26.0292283882588
7139446,1,2,1,3,,1,,2,,,,2,2,84,50,1,52,52,10.8642705336248
7139472,1,1,1,3,,2,,2,,,,2,2,48,45,1,63,63,12.3866496424725
7139487,1,1,1,1,1,1,1100000,2,,2,,2,2,60,33,1,63,63,10.947038737639
7139487,1,1,2,1,1,1,1100000,2,,2,,2,2,48,36,1,63,63,10.947038737639
7139487,1,1,3,1,2,1,1100000,2,,2,,2,2,29,30,1,63,63,10.947038737639
7139487,1,1,4,1,2,1,1100000,2,,2,,2,2,24,29,1,63,63,10.947038737639
7139552,1,1,1,2,,2,,2,,,,2,2,96,46,1,68,"",20.3108902546172
7139578,1,1,1,1,1,1,1120000,1,140577,2,,1,2,60,99,1,73,73,38.4498801361306
7139578,1,1,2,1,1,1,1120000,1,140577,1,650000,1,1,121,47,1,73,73,38.4498801361306
7139578,1,1,3,1,1,1,1120000,1,140577,1,650000,2,1,145,37,1,73,73,38.4498801361306
7139578,1,1,4,1,1,2,1120000,1,140577,1,650000,1,1,121,43,1,73,73,38.4498801361306
7139578,1,1,5,1,1,1,1120000,1,140577,1,650000,1,1,60,34,1,73,73,38.4498801361306
7139578,1,1,6,1,1,2,1120000,1,140577,1,650000,1,1,61,26,1,73,73,38.4498801361306
7139578,1,1,7,1,1,1,1120000,1,140577,1,650000,1,1,24,32,1,73,73,38.4498801361306
7139606,1,1,1,1,2,1,1000000,2,,2,,2,2,3,25,1,73,73,37.3844994296769
7139622,1,1,1,2,,2,,2,,,,2,2,36,56,1,76,76,131.688693618994
7139623,1,2,1,3,,1,,2,,,,2,2,9,17,1,76,"",54.1698797653103
7139655,1,1,1,3,,2,,2,,,,2,2,100,43,1,76,"",42.2262018196538
7139783,1,1,1,1,2,1,1080000,2,,2,,2,2,24,50,2,25,"",158.17498971034
7139783,1,1,1,2,,1,,2,,,,2,2,6,50,2,25,"",158.17498971034
7139790,1,1,1,1,2,1,1280000,2,,2,,2,2,96,24,2,25,"",168.546544760485
7139790,1,1,2,1,2,1,1280000,2,,2,,2,2,24,27,2,25,"",168.546544760485
7139792,1,1,1,2,,1,,2,,,,2,2,96,45,2,25,"",109.720652264058
7139801,1,1,1,1,2,1,2500000,2,,2,,2,2,36,25,2,15,"",65.1836232669773
7139801,1,1,1,2,,1,,2,,,,2,2,7,60,2,15,"",65.1836232669773
7139801,1,1,1,3,,1,,2,,,,2,2,36,20,2,15,"",65.1836232669773
7139801,1,1,2,1,2,1,2500000,2,,2,,2,2,12,20,2,15,"",65.1836232669773
7139805,1,1,1,3,,1,,2,,,,2,2,240,55,2,15,"",110.233351229191
7139809,1,1,1,3,,2,,2,,,,2,2,48,27,2,15,"",81.5376220518467
7139809,1,2,1,2,,1,,2,,,,2,2,48,27,2,15,"",81.5376220518467
7139809,1,2,1,3,,2,,2,,,,2,2,9,58,2,15,"",81.5376220518467
7139813,1,1,1,2,,1,,2,,,,2,2,6,49,1,15,"",101.283464833961
7139836,1,1,1,1,1,1,920000,1,285000,1,218000,1,1,60,48,2,15,"",162.430366149464
7139836,1,1,1,2,,1,,1,285000,,,1,2,60,48,2,15,"",162.430366149464
7139836,1,1,2,1,1,1,920000,1,285000,1,218000,1,1,36,54,2,15,"",162.430366149464
7139836,1,1,3,1,1,1,920000,1,285000,1,218000,1,1,12,35,2,15,"",162.430366149464
7139836,1,1,4,1,1,2,920000,1,285000,1,218000,1,1,5,24,2,15,"",162.430366149464
7139836,1,2,1,1,2,2,300000,2,,2,,2,2,3,19,2,15,"",162.430366149464
7139847,1,2,1,3,,2,,2,,,,2,2,60,62,2,18,"",14.8682710670691
7139857,1,2,1,2,,2,,2,,,,2,2,24,22,2,18,"",68.9521451115069
7139857,1,2,1,3,,1,,2,,,,2,2,36,24,2,18,"",68.9521451115069
7139857,1,2,2,3,,1,,2,,,,2,2,36,52,2,18,"",68.9521451115069
7139878,1,2,1,3,,1,,2,,,,2,2,37,76,1,18,"",39.766930656206
7139929,1,1,1,1,2,1,280000,2,,2,,2,2,9,17,2,54,"",51.7266871893845
7139936,1,1,1,1,2,2,600000,2,,2,,2,2,3,25,2,54,"",39.2985828799472
7139936,1,1,1,3,,2,,2,,,,2,2,180,37,2,54,"",39.2985828799472
7139936,1,1,2,1,2,2,600000,2,,2,,2,2,120,32,2,54,"",39.2985828799472
7139936,1,1,2,3,,2,,2,,,,2,2,2,18,2,54,"",39.2985828799472
7139936,1,1,3,1,2,2,120000,2,,2,,2,2,24,15,2,54,"",39.2985828799472
7139940,1,1,1,1,2,1,160000,2,,2,,2,2,36,30,2,54,"",49.4131616260115
7139943,1,1,1,1,2,1,150000,2,,2,,2,2,36,26,2,54,"",28.4575489366944
7139955,1,1,1,2,,1,,2,,,,2,2,36,33,1,19,"",78.845182868135
7139959,2,1,1,3,,2,,2,,,,2,2,24,48,1,19,"",109.519992590779
7139960,1,1,1,1,2,1,350000,2,,2,,2,2,6,27,1,19,"",56.5706919519116
7139960,1,1,2,1,2,1,175000,2,,2,,2,2,4,19,1,19,"",56.5706919519116
7139960,1,2,1,1,2,2,350000,2,,2,,2,2,12,41,1,19,"",56.5706919519116
7139960,1,2,1,3,,1,,2,,,,2,2,48,47,1,19,"",56.5706919519116
7139963,1,1,1,1,2,2,600000,2,,2,,2,2,6,24,2,19,"",476.364044594054
7139964,1,1,1,3,,2,,2,,,,2,2,60,32,2,19,"",339.613253835377
7139967,1,1,1,1,2,1,250000,2,,2,,2,2,12,45,2,19,"",339.613253835377
7139967,1,1,1,3,,2,,2,,,,2,2,12,31,2,19,"",339.613253835377
7139967,1,1,2,1,2,1,250000,2,,2,,2,2,6,24,2,19,"",339.613253835377
7139971,1,1,1,1,2,1,450000,2,,2,,2,2,25,35,2,19,"",342.927348204687
7139971,1,1,2,1,2,1,450000,2,,2,,2,2,38,45,2,19,"",342.927348204687
7139974,1,1,1,1,2,1,80000,2,,2,,2,2,24,30,1,19,"",32.5383079721077
7139977,1,2,1,1,2,1,175000,2,,2,,2,2,6,38,1,19,"",28.5756918382549
7139977,1,2,1,3,,1,,2,,,,2,2,72,26,1,19,"",28.5756918382549
7139982,1,2,1,1,2,1,800000,2,,2,,2,2,3,28,1,19,"",17.2401787837714
7139985,1,3,1,1,2,1,900000,2,,2,,2,2,18,36,1,19,"",28.803596508857
7139985,1,3,2,1,2,1,900000,2,,2,,2,2,18,42,1,19,"",28.803596508857
7139986,1,1,1,1,2,1,140000,2,,2,,2,2,6,38,2,19,"",457.293590357946
7139986,1,1,1,3,,2,,2,,,,2,2,12,19,2,19,"",457.293590357946
7139993,1,1,1,1,2,1,300000,2,,2,,2,2,24,35,2,19,"",342.184935639658
7139996,1,1,1,1,2,1,400000,2,,2,,2,2,25,35,2,19,"",408.714347642355
7139996,1,1,2,1,2,1,400000,2,,2,,2,2,36,45,2,19,"",408.714347642355
7139996,1,2,1,1,2,1,175000,2,,2,,2,2,24,22,2,19,"",408.714347642355
7139996,1,2,2,1,2,1,175000,2,,2,,2,2,24,20,2,19,"",408.714347642355
7140002,1,1,1,3,,2,,2,,,,2,2,96,58,2,19,"",184.995612824055
7140002,1,2,1,3,,1,,2,,,,2,2,96,64,2,19,"",184.995612824055
7140003,1,7,1,2,,1,,2,,,,2,2,60,46,2,19,"",224.308485096348
7140004,1,1,1,2,,1,,2,,,,2,2,150,79,2,19,"",316.440091876331
7140005,1,2,1,3,,2,,2,,,,2,2,8,30,2,19,"",313.457406943952
7140005,1,2,2,3,,1,,2,,,,2,2,8,35,2,19,"",313.457406943952
7140007,1,1,1,1,2,1,210000,2,,2,,2,2,24,99,2,19,"",362.384361473517
7140018,1,3,1,2,,1,,2,,,,2,2,84,45,2,19,"",165.727578015334
7140021,1,1,1,2,,1,,2,,,,2,2,60,27,2,19,"",219.707646085053
7140024,1,1,1,3,,2,,2,,,,2,2,36,39,2,19,"",174.183644906951
7140028,1,1,1,1,2,1,120000,2,,2,,2,2,8,43,2,19,"",150.454634746649
7140030,1,2,1,1,2,2,25000,2,,2,,2,2,3,30,2,19,"",146.153289602139
7140034,1,1,1,1,2,1,730315,2,,2,,2,2,24,34,1,19,"",60.4640875350516
7140034,1,1,2,1,2,1,730315,2,,2,,2,2,96,43,1,19,"",60.4640875350516
7140034,1,1,3,1,2,1,730315,2,,2,,2,2,12,24,1,19,"",60.4640875350516
7140039,1,1,1,1,2,1,1000000,1,280000,1,270316,1,1,36,26,1,19,"",69.7935632915853
7140039,1,1,2,1,2,2,1000000,1,280000,1,270316,1,1,36,45,1,19,"",69.7935632915853
7140040,1,2,1,1,2,2,100000,2,,2,,2,2,12,24,1,19,"",81.9586041810665
7140043,1,1,1,2,,2,,2,,,,2,2,6,26,1,19,"",106.225092378458
7140046,1,1,1,3,,2,,2,,,,2,2,48,37,1,19,"",69.4091008071125
7140053,1,1,1,1,2,2,600000,2,,2,,2,2,2,35,1,19,"",91.737614582
7140053,1,1,2,1,2,1,250000,2,,2,,2,2,3,32,1,19,"",91.737614582
7140109,1,2,1,3,,1,,2,,,,2,2,360,52,1,63,"",46.2114363184651
7140168,1,1,1,2,,1,,2,,,,2,2,240,43,2,05,"",272.638389727634
7140184,1,1,1,1,2,2,800000,2,,2,,2,2,8,52,1,05,"",215.357353150145
7140189,1,1,1,2,,2,,2,,,,2,2,4,26,1,05,"",246.618881015402
7140189,1,1,2,2,,1,,2,,,,2,2,32,32,1,05,"",246.618881015402
7140199,1,2,1,2,,1,,2,,,,2,2,120,35,1,05,"",145.523374303282
7140199,1,2,2,2,,1,,2,,,,2,2,120,25,1,05,"",145.523374303282
7140208,1,1,1,1,2,1,245000,2,,2,,2,2,1,40,2,05,"",195.154417734621
7140208,1,1,2,1,2,1,245000,2,,2,,2,2,1,35,2,05,"",195.154417734621
7140208,1,1,3,1,2,1,245000,2,,2,,2,2,1,50,2,05,"",195.154417734621
7140211,1,2,1,1,2,1,700000,2,,2,,2,2,1,40,2,05,"",267.574238923835
7140211,1,2,2,1,2,1,735000,2,,2,,2,2,1,35,2,05,"",267.574238923835
7140211,1,2,3,1,2,1,700000,2,,2,,2,2,1,46,2,05,"",267.574238923835
7140211,1,2,4,1,2,1,700000,2,,2,,2,2,1,56,2,05,"",267.574238923835
7140214,1,1,1,1,2,1,80000,2,,2,,2,2,2,30,2,05,"",173.386269697248
7140223,1,1,1,1,2,1,940000,2,,2,,2,2,60,20,1,05,"",238.629011381824
7140227,1,1,1,1,2,1,400000,2,,2,,2,2,9,44,1,05,"",278.09838051147
7140228,1,1,1,1,2,2,400000,2,,2,,2,2,60,21,1,05,"",200.735233517409
7140228,1,1,2,1,2,1,300000,2,,2,,2,2,12,24,1,05,"",200.735233517409
7140243,1,1,1,2,,1,,2,,,,2,2,18,34,1,05,"",368.808704892269
7140250,1,1,1,3,,2,,2,,,,2,2,300,55,1,05,"",254.3809624561
7140252,1,1,1,1,2,1,1600000,2,,2,,2,2,60,26,1,05,"",254.3809624561
7140252,1,1,2,1,2,1,1200000,2,,2,,2,2,5,31,1,05,"",254.3809624561
7140259,1,1,1,2,,1,,2,,,,2,2,240,44,1,05,"",217.637045656886
7140278,1,1,1,1,2,1,800000,2,,2,,2,2,36,60,2,05,"",238.734306403497
7140282,1,1,1,1,2,2,320000,2,,2,,2,2,48,40,2,05,"",534.43207511444
7140349,1,1,1,3,,2,,2,,,,2,2,20,25,1,23,"",176.04835061267
7140349,1,1,2,3,,1,,2,,,,2,2,18,24,1,23,"",176.04835061267
7140356,1,1,1,3,,2,,2,,,,2,2,300,70,2,23,"",113.596917314463
7140362,1,1,1,3,,1,,2,,,,2,2,48,67,2,23,"",138.810614876079
7140367,1,1,1,3,,2,,2,,,,2,2,200,42,2,23,"",155.741067994948
7140367,1,3,1,3,,1,,2,,,,2,2,80,24,2,23,"",155.741067994948
7140368,1,1,1,3,,2,,2,,,,2,2,100,32,2,23,"",128.862618018275
7140370,1,1,1,3,,2,,2,,,,2,2,200,38,2,23,"",167.865431373546
7140383,1,1,1,3,,2,,2,,,,2,2,80,32,2,23,"",155.526525079306
7140446,1,1,1,1,2,1,1000000,2,,2,,2,2,24,28,1,05,05,78.4459219969212
7140446,1,1,2,1,2,1,1500000,2,,2,,2,2,120,38,1,05,05,78.4459219969212
7140446,1,1,3,1,2,1,1500000,2,,2,,2,2,144,60,1,05,05,78.4459219969212
7140446,1,1,4,1,2,1,1500000,2,,2,,2,2,120,44,1,05,05,78.4459219969212
7140446,1,1,5,1,2,1,1800000,2,,2,,2,2,60,33,1,05,05,78.4459219969212
7140446,1,1,6,1,2,1,1600000,2,,2,,2,2,92,30,1,05,05,78.4459219969212
7140466,1,1,1,3,,2,,2,,,,2,2,60,23,1,05,05,146.49193844035
7140483,1,1,1,1,1,2,500000,2,,2,,2,2,12,32,1,05,05,111.371787045458
7140501,1,1,1,2,,1,,2,,,,2,2,240,57,1,05,05,54.3150381612342
7140594,1,1,1,3,,2,,2,,,,2,2,60,20,1,13,13,18.5715713586219
7140656,1,1,1,1,2,2,200000,2,,2,,2,2,6,38,1,15,15,9.08732362747979
7140683,1,1,1,3,,2,,2,,,,2,2,72,62,1,17,17,16.9485833094116
7140686,1,1,1,1,2,2,800000,2,,2,,2,2,9,36,1,17,17,21.0809161856271
7140686,1,2,1,2,,2,,2,,,,2,2,60,61,1,17,17,21.0809161856271
7140694,1,2,1,1,2,1,1960000,2,,2,,2,2,9,45,1,17,17,19.6686892915205
7140694,1,2,2,1,2,1,1960000,2,,2,,2,2,9,50,1,17,17,19.6686892915205
7140741,1,1,1,1,1,2,1000000,1,320000,1,40000,1,1,125,50,1,17,17,14.5869516220572
7140741,1,1,2,1,2,2,500000,2,,2,,2,2,24,35,1,17,17,14.5869516220572
7140760,1,2,1,3,,2,,2,,,,2,2,81,30,1,18,18,7.79936634564763
7140838,1,1,1,3,,1,,2,,,,2,2,60,23,1,19,19,9.95916913487097
7140838,1,1,2,3,,1,,2,,,,2,2,96,25,1,19,19,9.95916913487097
7140919,1,1,1,1,1,1,1000000,2,,2,,2,2,24,46,1,23,23,19.5141422156319
7140932,1,1,1,3,,2,,2,,,,2,2,8,16,1,27,27,4.01324851684902
7140940,1,1,1,2,,1,,2,,,,2,2,85,62,1,27,27,3.73225601646453
7140940,1,1,2,2,,1,,2,,,,2,2,42,35,1,27,27,3.73225601646453
7140945,1,2,1,2,,1,,2,,,,2,2,29,99,1,27,27,3.24876245553649
7140945,1,2,1,3,,2,,2,,,,2,2,17,25,1,27,27,3.24876245553649
7141071,1,1,1,1,2,2,1000000,1,205000,2,,1,1,24,40,1,47,47,16.0248115357709
7141071,1,1,1,3,,2,,2,,,,2,2,121,36,1,47,47,16.0248115357709
7141071,1,1,2,1,2,2,1000000,1,205000,2,,1,1,24,45,1,47,47,16.0248115357709
7141071,1,1,3,1,2,2,1000000,1,205000,2,,1,1,24,42,1,47,47,16.0248115357709
7141105,1,2,1,1,2,2,650000,2,,2,,2,2,4,24,1,50,50,25.7951589699263
7141105,1,2,2,1,2,2,650000,2,,2,,2,2,4,30,1,50,50,25.7951589699263
7141137,1,1,1,1,1,2,1800000,1,290000,1,238988,1,2,36,33,1,50,50,25.0443401746685
7141137,1,1,1,3,,2,,2,,,,2,2,105,53,1,50,50,25.0443401746685
7141176,1,1,1,2,,1,,2,,,,2,2,13,43,1,52,52,6.21634005613413
7141242,1,1,1,3,,2,,2,,,,2,2,120,60,1,54,54,22.416541056261
7141259,1,2,1,1,2,2,200000,2,,2,,2,2,24,43,1,54,54,29.026596385598
7141259,1,2,1,2,,1,,2,,,,2,2,24,46,1,54,54,29.026596385598
7141259,1,2,2,1,2,2,100000,2,,2,,2,2,24,35,1,54,54,29.026596385598
7141290,1,1,1,1,1,1,1164705,1,324640,1,1416666,1,1,99,99,1,54,54,39.1095537574682
7141290,1,1,2,1,1,2,1081875,2,,2,,2,2,99,99,1,54,54,39.1095537574682
7141294,1,1,1,1,2,1,120000,2,,2,,2,2,1,18,1,54,54,47.9841890991039
7141480,1,1,1,1,2,2,1160000,2,,2,,2,2,9,22,1,68,"",13.9137334427571
7141480,1,1,1,2,,2,,2,,,,2,2,300,51,1,68,"",13.9137334427571
7141480,1,1,2,1,2,1,700000,2,,2,,2,2,3,25,1,68,"",13.9137334427571
7141480,1,1,3,1,1,2,700000,2,,2,,2,2,3,22,1,68,"",13.9137334427571
7141491,1,1,1,1,2,2,1500000,1,320000,1,1550000,1,1,72,40,1,68,68,36.3078525365924
7141491,1,1,2,1,2,2,1000000,1,300000,1,1550000,1,1,36,40,1,68,68,36.3078525365924
7141558,1,1,1,1,2,1,1000000,2,,2,,2,2,36,44,1,68,68,39.8185933096286
7141558,1,1,2,1,2,1,1000000,2,,2,,2,2,26,38,1,68,68,39.8185933096286
7141561,1,2,1,3,,1,,2,,,,2,2,12,67,1,70,70,9.83991803478488
7141573,1,1,1,2,,1,,2,,,,2,2,24,71,1,73,73,36.3439888527411
7141783,1,1,1,1,2,1,300000,2,,2,,2,2,2,59,2,08,"",5.1698750955128
7141792,1,1,1,1,2,1,200000,2,,2,,2,2,1,30,1,44,"",63.0903284200856
7141792,1,1,2,1,2,1,250000,2,,2,,2,2,1,24,1,44,"",63.0903284200856
7141792,1,1,3,1,2,1,230000,2,,2,,2,2,1,27,1,44,"",63.0903284200856
7141798,1,1,1,3,,1,,2,,,,2,2,60,44,1,44,"",59.9603754187134
7141802,1,1,1,1,2,1,300000,2,,2,,2,2,12,33,1,44,"",57.2924562474411
7141802,1,1,2,1,2,1,300000,2,,2,,2,2,8,32,1,44,"",57.2924562474411
7141810,1,1,1,1,2,2,500000,2,,2,,2,2,16,36,1,44,"",52.0461248882726
7141820,1,2,1,2,,2,,2,,,,2,2,48,32,1,44,"",62.5043268402816
7141822,1,1,1,1,2,2,280000,2,,2,,2,2,2,31,1,44,"",50.0034614722252
7141822,1,1,2,1,2,2,300000,2,,2,,2,2,7,50,1,44,"",50.0034614722252
7141822,1,1,3,1,2,2,280000,2,,2,,2,2,4,24,1,44,"",50.0034614722252
7141837,1,1,1,1,2,1,1000000,1,280000,2,,2,2,8,32,1,25,"",281.455751651121
7141841,1,1,1,1,2,2,1040000,2,,2,,2,2,120,42,1,25,"",199.029325705052
7141845,1,1,1,1,2,1,1200000,2,,2,,2,2,36,45,1,25,"",191.68306944235
7141845,1,1,1,2,,1,,2,,,,2,2,72,56,1,25,"",191.68306944235
7141845,1,1,2,1,2,2,1200000,2,,2,,2,2,72,35,1,25,"",191.68306944235
7141877,1,2,1,1,2,1,1200000,3,120000,2,,1,2,4,50,2,25,"",97.8674132412994
7141877,1,2,1,2,,1,,2,,,,2,2,120,53,2,25,"",97.8674132412994
7141879,1,1,1,3,,1,,2,,,,2,2,180,27,1,25,"",131.560697876066
7141879,1,1,2,3,,1,,2,,,,2,2,100,20,1,25,"",131.560697876066
7141899,1,1,1,1,2,1,700000,2,,2,,2,2,300,65,2,25,"",326.264363055164
