DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3050,P3051,P639,P3052,CLASE_TE,COD_DEPTO,AREA,F_EXP
2120940,1,1,1,4,3,1,1,47,"",84.643824349965
2120941,1,3,1,1,4,6,1,47,"",61.2912861763167
2120944,1,1,1,3,5,1,1,47,"",54.0220050019464
2120944,1,3,1,1,1,6,1,47,"",54.0220050019464
2120945,1,1,1,1,5,6,1,47,"",47.9474422065166
2120945,1,5,1,5,5,1,1,47,"",47.9474422065166
2120945,1,6,1,1,4,1,1,47,"",47.9474422065166
2120947,1,4,1,1,3,4,1,47,"",62.932663121024
2120948,1,2,1,3,5,6,1,47,"",45.9952631120758
2120948,1,7,1,2,2,4,1,47,"",45.9952631120758
2120949,1,1,1,1,5,1,1,47,"",62.3135308533454
2120949,1,2,1,1,2,1,1,47,"",62.3135308533454
2120950,1,1,1,1,4,4,1,47,"",82.6719355722707
2120950,1,2,1,1,5,4,1,47,"",82.6719355722707
2120952,1,4,1,1,1,1,1,47,"",36.1375279618768
2120952,1,5,5,3,5,,1,47,"",36.1375279618768
2120953,1,1,1,1,5,1,1,47,"",47.8233096516898
2120953,1,5,1,1,5,1,1,47,"",47.8233096516898
2120954,1,1,1,1,5,3,1,47,"",82.1919085436346
2120954,1,2,1,5,5,3,1,47,"",82.1919085436346
2120955,1,2,1,1,5,1,1,47,"",87.0366111065346
2120958,1,1,1,2,5,6,1,47,"",102.681663504038
2120959,1,1,1,2,4,6,1,47,"",86.4236224107167
2120960,1,2,1,1,5,3,1,47,"",81.5264525740708
2120962,1,2,1,2,5,1,1,47,"",69.5375499840539
2120963,1,2,1,3,5,6,1,47,"",119.058045314156
2120964,1,1,5,2,4,,1,47,"",91.8322398603258
2120966,1,1,1,2,5,4,1,47,"",104.44316522498
2120966,1,3,1,2,3,1,1,47,"",104.44316522498
2120968,1,2,1,1,5,6,1,47,"",92.4715259493578
2120969,1,1,2,2,2,6,1,47,"",104.4188395146
2120970,1,2,1,1,5,1,1,47,"",64.7185862280701
2120970,1,4,1,1,3,1,1,47,"",64.7185862280701
2120971,1,1,1,1,4,6,1,47,"",98.6790780464841
2120971,1,2,1,1,4,1,1,47,"",98.6790780464841
2120973,1,1,2,2,5,3,2,47,"",88.0538978269022
2120974,1,1,1,1,5,1,2,47,"",84.1252608611694
2120975,1,1,1,4,3,4,2,47,"",64.6213184280881
2120975,1,2,1,1,4,1,2,47,"",64.6213184280881
2120982,1,1,2,1,1,4,1,47,"",89.4969541533907
2120985,1,2,1,4,1,1,1,47,"",75.4754870653993
2120985,1,3,1,1,4,1,1,47,"",75.4754870653993
2120989,1,2,1,2,4,1,1,47,"",91.4845005204413
2120991,1,5,2,1,1,4,1,47,"",76.7403993185993
2120992,1,1,1,3,4,3,2,47,"",66.2384551902219
2120992,1,2,1,2,4,6,2,47,"",66.2384551902219
2120992,1,3,1,4,4,1,2,47,"",66.2384551902219
2120993,1,2,1,5,1,1,2,47,"",103.296274337932
2120994,1,1,1,1,5,1,2,47,"",105.043866781463
2120996,1,2,1,2,3,1,2,47,"",91.0614777338846
2121000,1,1,5,3,5,,2,47,"",129.479344628129
2121007,1,1,1,2,4,1,1,47,"",85.3429414858073
2121007,1,2,1,1,4,6,1,47,"",85.3429414858073
2121008,1,2,1,1,2,2,1,47,"",85.3632129111244
2121009,1,1,1,2,1,1,1,47,"",63.0381378698067
2121010,1,1,1,4,2,1,1,47,"",90.548333638263
2121015,1,1,1,3,5,6,2,47,"",72.1987598140206
2121017,1,1,1,1,5,1,2,47,"",92.9666469041387
2121019,1,1,1,2,5,1,2,47,"",77.0425808832596
2121021,1,1,1,1,5,1,2,47,"",116.531410165316
2121022,1,1,5,2,2,,1,47,"",92.7579853401262
2121026,1,2,1,4,1,1,1,47,"",99.9748403499747
2121032,1,1,1,4,5,1,1,47,"",70.2855060239386
2121034,1,1,2,1,3,3,2,47,"",68.3818277911724
2121034,1,2,1,4,3,1,2,47,"",68.3818277911724
2121039,1,1,1,1,5,1,2,47,"",63.8203016162657
2121042,1,3,1,1,3,1,2,47,"",55.9261033612958
2121043,1,1,1,4,1,1,2,47,"",68.7959872302836
2121043,1,2,1,4,2,2,2,47,"",68.7959872302836
2121044,1,1,1,1,1,1,2,47,"",61.9988022487408
2121048,1,4,1,6,3,1,2,47,"",54.1196554926203
2121049,1,1,2,1,5,3,2,47,"",85.7149428052821
2121050,1,2,2,2,1,3,2,47,"",72.8072653469756
2121056,1,1,1,1,2,6,1,47,"",46.2100370859602
2121056,1,6,1,1,4,6,1,47,"",46.2100370859602
2121058,1,1,2,3,5,6,1,70,"",49.4092368874683
2121059,1,1,1,1,5,1,1,70,"",43.7139773465589
2121059,1,3,1,1,2,1,1,70,"",43.7139773465589
2121060,1,3,1,1,2,6,1,70,"",29.4448730968746
2121062,1,2,1,2,5,3,1,70,"",32.965165243235
2121063,1,1,1,4,5,6,1,70,"",52.4438855492498
2121064,1,1,2,6,2,1,1,70,"",41.1257322090361
2121064,1,3,1,1,3,1,1,70,"",41.1257322090361
2121070,1,1,1,2,1,1,1,70,"",39.9692094059605
2121070,1,4,1,2,4,1,1,70,"",39.9692094059605
2121071,1,1,3,1,5,6,1,70,"",41.4487248952973
2121072,1,1,1,1,4,4,1,70,"",32.1252677660247
2121072,1,2,1,1,5,6,1,70,"",32.1252677660247
2121073,1,1,2,3,5,6,1,70,"",50.3978505977266
2121074,1,1,1,6,5,6,1,70,"",37.1311794515889
2121075,1,1,1,2,5,2,1,70,"",49.2467012611321
2121076,1,3,1,2,5,6,1,70,"",36.510499474117
2121077,1,1,1,6,5,1,1,70,"",40.7658414393947
2121081,1,2,1,6,5,6,1,70,"",42.9574999452677
2121083,1,3,1,1,5,6,1,70,"",29.9179669362684
2121083,1,4,1,1,5,6,1,70,"",29.9179669362684
2121084,1,1,1,6,1,1,1,70,"",36.9357637476281
2121084,1,2,1,4,1,1,1,70,"",36.9357637476281
2121085,1,1,1,6,5,6,1,70,"",41.1743640728903
2121087,1,1,1,1,4,1,1,70,"",29.9735744067645
2121087,1,2,1,1,3,3,1,70,"",29.9735744067645
2121088,1,1,2,6,4,6,1,70,"",41.7599201111608
2121089,1,1,1,5,3,6,1,70,"",41.0697895692164
2121091,1,1,2,2,5,2,1,70,"",20.7853748105278
2121091,1,3,1,1,4,8,1,70,"",20.7853748105278
2121092,1,1,2,2,5,4,1,70,"",41.7599201111608
2121095,1,1,1,1,5,6,1,70,"",30.9328655205933
2121095,1,2,1,1,2,6,1,70,"",30.9328655205933
2121096,1,1,1,1,5,1,1,70,"",39.4956054607036
2121096,1,4,2,1,4,6,1,70,"",39.4956054607036
2121097,1,1,1,1,4,6,1,70,"",44.6625290715369
2121098,1,2,1,2,5,3,1,70,"",42.9672839676652
2121100,1,1,1,1,1,3,1,70,"",25.4966853612243
2121100,1,2,1,1,5,6,1,70,"",25.4966853612243
2121102,1,1,1,2,4,1,1,70,"",30.4254162284309
2121109,1,2,1,1,5,1,2,70,"",93.5789453231557
2121110,1,1,1,1,4,1,2,70,"",88.4232623872701
2121111,1,3,2,3,5,1,2,70,"",77.569642545076
2121112,1,1,1,2,5,1,2,70,"",87.8909445846036
2121115,1,1,2,3,5,1,2,70,"",149.558627251663
2121115,1,2,1,6,1,1,2,70,"",149.558627251663
2121115,1,3,1,6,4,6,2,70,"",149.558627251663
2121121,1,1,2,3,5,6,2,70,"",66.2687363544696
2121122,1,2,2,6,3,6,2,70,"",79.37413233346
2121125,1,1,1,1,5,6,2,70,"",63.8413612647997
2121127,1,1,1,1,5,8,2,70,"",62.9977628897817
2121128,1,2,1,3,5,1,2,70,"",52.0259179928382
2121129,1,1,1,6,5,6,2,70,"",55.3434377031266
2121133,1,1,2,3,5,6,2,70,"",74.6293865320303
2121134,1,1,1,1,5,6,2,70,"",52.2333752206413
2121135,1,2,1,6,2,4,2,70,"",32.597733493272
2121136,1,1,1,4,5,1,2,70,"",40.2069983241798
2121136,1,6,1,4,1,2,2,70,"",40.2069983241798
2121137,1,1,1,4,5,6,2,70,"",32.2833625562977
2121137,1,2,5,3,5,,2,70,"",32.2833625562977
2121139,1,1,1,1,3,6,2,70,"",44.4049908708816
2121140,1,1,2,3,5,1,2,70,"",34.1458534070322
2121141,1,1,1,6,5,6,2,70,"",29.8524774712497
2121142,1,1,1,1,5,6,2,70,"",36.632180121333
2121143,1,1,1,6,3,6,2,70,"",40.388082734969
2121144,1,1,1,1,5,1,2,70,"",40.8988478162661
2121146,1,1,1,1,1,1,2,70,"",83.1566979757884
2121151,1,1,1,3,5,1,2,70,"",82.3611618229138
2121151,1,2,1,6,2,6,2,70,"",82.3611618229138
2121158,1,1,2,3,5,6,2,70,"",99.2669460617076
2121159,1,1,1,1,3,6,2,70,"",86.9363012011542
2121159,1,2,1,1,5,6,2,70,"",86.9363012011542
2121165,1,1,1,6,5,6,2,70,"",95.6824920003348
2121165,1,2,1,1,4,6,2,70,"",95.6824920003348
2121166,1,1,1,3,5,6,2,70,"",100.093961032037
2121168,1,1,1,1,5,1,2,70,"",72.8362851899735
2121172,1,1,1,2,5,1,2,70,"",85.9886355804032
2121173,1,2,2,3,5,6,2,70,"",91.0120820832875
2121173,1,4,1,2,2,1,2,70,"",91.0120820832875
2121174,1,1,1,1,5,1,2,70,"",78.9063193426205
2121175,1,2,1,1,4,2,2,70,"",83.001580842147
2121176,1,2,1,1,1,8,2,70,"",69.3720141585
2121177,1,1,2,2,4,6,2,70,"",78.2615802266869
2121179,1,2,1,1,5,1,2,70,"",91.8076182361621
2121183,1,1,2,6,5,6,2,70,"",83.2514819118995
2121184,1,2,1,1,3,6,2,70,"",69.3720141585
2121186,1,1,1,1,5,6,1,70,"",63.3000827179275
2121186,1,2,1,1,5,6,1,70,"",63.3000827179275
2121189,1,3,1,3,5,1,1,70,"",51.0052314396556
2121191,1,2,1,1,5,6,1,70,"",60.3372928367138
2121193,1,1,1,6,5,6,1,70,"",50.7781915029666
2121193,1,3,3,6,1,6,1,70,"",50.7781915029666
2121198,1,1,1,6,5,6,1,70,"",77.9231020807251
2121200,1,1,1,1,5,6,1,70,"",54.3181125734934
2121200,1,4,2,1,3,2,1,70,"",54.3181125734934
2121204,1,2,1,6,2,1,2,70,"",47.876863186919
2121206,1,1,1,3,5,1,2,70,"",83.0439630152443
2121206,1,2,2,2,3,2,2,70,"",83.0439630152443
2121207,1,2,1,1,5,6,2,70,"",78.2899702772495
2121207,1,3,1,1,1,2,2,70,"",78.2899702772495
2121208,1,2,1,1,4,2,2,70,"",55.5833208698248
2121208,1,4,1,1,5,6,2,70,"",55.5833208698248
2121209,1,2,1,4,1,1,2,70,"",43.5400316412511
2121211,1,1,1,3,5,8,2,70,"",70.0427330294393
2121212,1,2,1,4,1,2,2,70,"",69.7462526236721
2121214,1,1,2,1,5,4,1,70,"",53.7817419506195
2121217,1,3,2,2,3,2,1,70,"",59.1396955038555
2121223,1,1,1,1,5,3,1,70,"",50.5192975926323
2121225,1,3,2,2,5,2,1,70,"",56.8994455348596
2121225,1,4,2,3,5,6,1,70,"",56.8994455348596
2121230,1,1,1,1,5,6,1,70,"",62.9280033735062
2121230,1,3,3,2,2,1,1,70,"",62.9280033735062
2121233,1,1,1,4,2,2,1,70,"",71.9924679682104
2121235,1,1,2,1,1,1,2,70,"",46.1884319106642
2121235,1,3,1,2,2,3,2,70,"",46.1884319106642
2121235,1,5,1,1,2,8,2,70,"",46.1884319106642
2121239,1,2,2,3,5,6,2,70,"",61.7674464144123
2121239,1,3,2,2,3,4,2,70,"",61.7674464144123
2121240,1,1,1,3,5,1,2,70,"",84.2702577762963
2121240,1,2,1,4,5,1,2,70,"",84.2702577762963
2121240,1,3,1,4,1,1,2,70,"",84.2702577762963
2121243,1,3,2,1,3,1,2,70,"",60.0149198332902
2121246,1,2,1,1,4,6,1,70,"",56.2201437783809
2121247,1,1,2,3,5,6,2,70,"",82.7474826094771
2121251,1,1,2,1,5,2,1,70,"",47.1569093567879
2121252,1,1,1,1,2,6,1,70,"",57.7454607081949
2121252,1,2,1,4,1,4,1,70,"",57.7454607081949
2121253,1,1,2,1,5,1,1,70,"",50.7262871445284
2121256,1,1,1,2,3,2,1,70,"",62.0317754017043
2121257,1,2,1,2,5,1,1,70,"",38.9780314845836
2121263,1,1,2,2,1,6,1,70,"",65.0841690074475
2121263,1,2,1,2,5,1,1,70,"",65.0841690074475
2121264,1,2,1,1,5,1,1,70,"",41.2007792564112
2121266,1,1,2,1,4,1,1,70,"",51.179686141863
2121267,1,1,1,1,5,3,1,70,"",52.6868211008462
2121274,1,1,1,4,3,6,1,70,"",26.8778411797779
2121274,1,4,1,5,4,6,1,70,"",26.8778411797779
2121277,1,1,2,5,5,8,1,70,"",61.6914601834635
2121279,1,1,2,4,4,2,1,70,"",58.4845268055409
2121281,1,1,1,4,5,1,1,70,"",57.9383002335149
2121281,1,2,1,2,3,2,1,70,"",57.9383002335149
2121285,1,2,2,2,5,1,1,70,"",46.3466451660526
2121287,1,1,2,2,5,1,1,70,"",62.9258249942807
2121288,1,2,1,1,4,2,1,70,"",60.9311500121359
2121290,1,1,2,2,2,4,1,70,"",62.9404843737699
2121292,1,1,1,2,5,1,1,70,"",45.586334994725
2121292,1,3,2,6,5,6,1,70,"",45.586334994725
2121294,1,2,2,2,5,2,1,70,"",68.404045961952
2121295,1,1,1,5,5,1,1,70,"",84.2528409010869
2121295,1,2,2,5,2,6,1,70,"",84.2528409010869
2121297,1,1,2,6,4,1,1,70,"",73.2377929507085
2121297,1,3,1,1,2,2,1,70,"",73.2377929507085
2121299,1,1,1,2,5,6,1,70,"",76.4729747499574
2121302,1,1,1,1,4,6,1,70,"",69.866293056631
2121306,1,2,2,2,2,2,1,70,"",46.3466451660526
2121307,1,1,3,1,5,3,1,70,"",36.3610417604851
2121307,1,2,1,4,3,1,1,70,"",36.3610417604851
2121307,1,4,1,1,5,1,1,70,"",36.3610417604851
2121309,1,1,1,1,3,6,1,70,"",34.920551974789
2121309,1,5,1,1,1,6,1,70,"",34.920551974789
2121311,1,1,1,1,5,1,1,70,"",63.2828524658691
2121311,1,2,1,5,4,2,1,70,"",63.2828524658691
2121312,1,1,3,2,5,1,1,70,"",57.9236408540257
2121313,1,2,1,5,4,1,1,70,"",64.7201562563625
2121318,1,1,1,1,5,1,1,70,"",69.2184074937088
2121319,1,1,1,2,5,6,1,70,"",60.038510794771
2121321,1,1,1,5,5,1,1,70,"",61.0765999592111
2121322,1,1,1,1,1,3,1,70,"",68.8256772749616
2121324,1,1,2,3,5,6,1,70,"",70.7994416632515
2121328,1,1,2,1,5,6,2,70,"",83.7972460837985
2121329,1,1,1,6,5,1,2,70,"",61.1644467860645
2121329,1,2,2,3,5,6,2,70,"",61.1644467860645
2121330,1,1,2,1,5,1,2,70,"",47.3283031163147
2121332,1,1,1,1,3,1,2,70,"",65.0647000753882
2121333,1,1,1,1,1,1,2,70,"",75.0553127071836
2121334,1,1,3,3,5,6,2,70,"",61.1644467860645
2121334,1,2,3,3,5,8,2,70,"",61.1644467860645
2121337,1,1,2,1,2,1,2,70,"",75.0553127071836
2121340,1,2,2,1,3,4,2,70,"",85.4411313099414
2121342,1,2,1,6,5,6,2,70,"",72.3174536215013
2121342,1,4,1,1,5,6,2,70,"",72.3174536215013
2121343,1,3,1,2,2,6,2,70,"",88.879193475143
2121344,1,1,1,1,5,1,2,70,"",86.6458801558878
2121346,1,1,2,3,5,6,2,70,"",90.2081075524482
2121348,1,1,2,3,5,6,2,70,"",56.0674095538925
2121349,1,1,1,1,5,6,2,70,"",68.5094802350407
2121350,1,4,1,2,2,1,2,70,"",92.2007675883941
2121353,1,3,1,5,1,6,2,70,"",93.197453146373
2121356,1,1,1,1,1,6,2,70,"",80.1959263743325
2121356,1,2,2,1,4,1,2,70,"",80.1959263743325
2121359,1,1,1,6,4,6,2,70,"",58.874396119168
2121375,1,1,2,3,5,1,2,20,"",95.0542497680178
2121377,1,1,1,1,5,1,2,20,"",102.214613278485
2121381,1,2,1,1,4,1,1,20,"",88.7883407020228
2121389,1,1,1,1,3,1,1,20,"",92.8536082150356
2121390,1,2,1,1,3,1,1,20,"",63.6587516634468
2121411,1,1,1,1,4,1,2,20,"",117.329391619066
2121413,1,1,1,1,4,6,2,20,"",79.7384225306262
2121429,1,1,1,1,5,1,1,20,"",96.5393586879378
2121443,1,1,1,1,2,1,1,20,"",111.539447556373
2121448,1,2,2,1,4,1,1,20,"",119.316049471758
2121457,1,1,1,4,5,2,1,20,"",100.199281289692
2121459,1,1,1,1,4,4,1,20,"",76.5024353138052
2121462,1,1,1,2,5,2,1,20,"",121.308257694278
2121464,1,3,1,1,5,6,1,20,"",82.2306889743007
2121470,1,1,1,2,4,3,1,20,"",127.292621597737
2121471,1,1,1,1,2,4,1,20,"",99.9164782131714
2121479,1,2,1,4,5,1,1,20,"",153.177063723101
2121482,1,1,1,6,5,1,1,20,"",169.117087588216
2121484,1,1,1,1,4,1,1,20,"",160.856118865227
2121496,1,1,1,2,5,3,1,20,"",164.530271876173
2121497,1,1,1,2,4,1,1,20,"",148.069128361348
2121515,1,2,5,4,4,,2,20,"",33.0342208322236
2121527,1,1,1,1,5,1,2,20,"",25.6546821352857
2121532,1,1,1,6,5,1,2,20,"",33.2342949573717
2121536,1,2,5,5,5,,1,20,"",119.849989509806
2121538,1,1,1,2,4,3,2,20,"",58.7133781393946
2121554,1,1,1,4,4,8,2,20,"",130.629602283189
2121562,1,1,5,3,5,,2,20,"",124.400775737272
2121564,1,3,1,1,5,1,2,20,"",86.4459160554338
2121565,1,2,1,2,5,1,2,20,"",86.2635329207461
2121571,1,1,1,1,5,1,2,20,"",105.854573674786
2121572,1,1,5,3,5,,2,20,"",86.2635329207461
2121574,1,1,1,3,5,1,2,20,"",147.729744893739
2121575,1,2,1,1,5,1,2,20,"",154.677581634578
2121577,1,1,1,3,5,1,2,20,"",147.729744893739
2121578,1,1,1,1,5,8,2,20,"",123.337416145832
2121584,1,1,1,2,5,3,1,20,"",65.1706521868536
2121587,1,1,1,1,2,1,1,20,"",94.5793255539892
2121588,1,3,1,2,5,3,1,20,"",44.3205072310996
2121589,1,5,1,6,5,1,1,20,"",38.4248139110873
2121593,1,2,1,1,5,6,1,20,"",64.0837056329037
2121595,1,3,1,6,5,6,1,20,"",80.6342872806037
2121607,1,1,2,1,5,3,1,20,"",125.153242065962
2121613,1,2,1,6,4,6,1,20,"",134.103286710835
2121615,1,1,1,3,5,1,1,20,"",99.3094976115132
2121619,1,3,1,1,2,1,1,20,"",123.708062045187
2121620,1,1,1,1,2,2,1,20,"",128.426682957015
2121629,1,1,2,1,2,2,1,20,"",110.090123380331
2121634,1,1,1,1,4,1,1,20,"",98.0849320302056
2121638,1,1,1,1,3,1,1,20,"",119.060541339539
2121645,1,1,1,2,4,2,2,25,"",10.0895098547486
2121665,1,1,1,2,3,1,2,25,"",178.682127051793
2121684,1,3,2,7,1,3,1,25,"",416.481889842083
2121688,1,4,2,1,3,3,1,25,"",470.998895317373
2121698,1,2,2,2,2,3,1,25,"",927.500947914096
2121710,1,1,2,2,4,1,2,11,"",38.4086131490111
2121719,1,2,5,3,5,,2,25,"",127.154369745089
2121722,1,1,2,2,4,1,2,25,"",105.362676203281
2121727,1,1,1,6,5,1,2,25,"",181.95516943669
2121750,1,1,1,2,5,6,1,25,"",656.789320755583
2121755,1,2,1,1,5,1,2,11,"",43.8114205255441
2121756,1,1,2,2,5,3,2,11,"",26.4536801604824
2121775,1,1,2,2,2,1,1,25,"",95.796659749039
2121776,1,1,2,3,4,1,1,25,"",190.267622299025
2121787,1,1,1,2,5,1,2,25,"",160.442722318965
2121788,1,1,2,4,2,1,2,25,"",124.043050393209
2121791,1,1,2,2,4,6,2,25,"",118.803018757403
2121796,1,1,5,3,5,,2,25,"",111.789938696139
2121800,1,1,2,3,5,2,2,25,"",118.803018757403
2121804,1,1,2,3,4,2,2,25,"",107.390794886523
2121816,1,2,1,2,4,3,1,25,"",95.4222064984404
2121825,1,1,2,1,3,3,2,25,"",109.661387391158
2121829,1,1,1,1,5,3,2,25,"",138.862120023606
2121830,1,1,1,3,5,3,2,25,"",116.102917281329
2121833,1,1,2,1,5,1,2,25,"",116.102917281329
2121836,1,1,1,3,4,8,2,25,"",109.375213753846
2121842,1,1,1,3,5,2,1,25,"",44.3925117467565
2121847,1,1,1,1,4,4,1,25,"",539.576879665823
2121862,1,3,5,1,2,,1,25,"",274.18091711834
2121863,1,1,1,1,1,2,1,25,"",513.808458980492
2121876,1,1,2,3,5,1,2,25,"",111.945441426362
2121896,1,1,1,2,4,6,2,25,"",226.06378745379
2121927,1,1,1,2,2,3,2,25,"",223.51357260024
2121939,1,1,1,6,5,2,1,25,"",277.484569793686
2121952,1,1,1,2,5,3,1,25,"",60.8854484487844
2121952,1,2,1,4,5,1,1,25,"",60.8854484487844
2121954,1,1,2,1,5,3,1,25,"",60.8854484487844
2121957,1,1,1,1,4,1,1,25,"",101.381960036847
2121959,1,1,1,2,5,1,1,25,"",60.8854484487844
2121964,1,2,2,2,1,1,2,25,"",322.878960130395
2121968,1,1,1,1,2,6,2,25,"",274.843268560388
2121994,1,2,1,1,2,3,2,18,"",49.3437032965125
2121995,1,2,1,2,5,3,2,18,"",36.3307336689549
2121998,1,1,1,1,3,3,2,18,"",28.7436290586487
2121999,1,1,1,6,5,1,2,18,"",16.8976257841888
2122002,1,2,4,2,5,,2,18,"",35.3125053951236
2122004,1,1,2,2,5,1,2,18,"",32.1612667799328
2122005,1,1,1,2,5,1,2,18,"",29.2565621670504
2122012,1,1,2,3,5,2,2,18,"",26.5630832023846
2122019,1,1,1,3,5,1,2,18,"",31.9729157389318
2122025,1,1,1,3,5,1,2,18,"",23.6470185877226
2122026,1,1,2,1,5,1,2,18,"",51.5431619566776
2122030,1,2,1,6,5,1,2,18,"",26.8185153197962
2122033,1,1,1,5,5,2,1,18,"",30.1536996349771
2122040,1,1,1,2,2,1,1,18,"",30.914320484021
2122041,1,1,1,2,5,1,1,18,"",23.1775141765511
2122053,1,2,1,2,5,6,1,18,"",26.4088023135013
2122065,1,1,1,2,4,1,1,18,"",32.7421340470984
2122067,1,1,1,4,4,1,1,18,"",39.9106159634682
2122072,1,2,1,2,5,2,1,18,"",37.8956394429348
2122073,1,1,1,2,5,1,1,18,"",34.9477740289824
2122074,1,1,2,2,5,1,1,18,"",27.0145621497517
2122080,1,1,1,1,5,1,1,18,"",31.0848029399512
2122083,1,2,1,2,5,1,1,18,"",34.1493191668728
2122084,1,1,1,2,4,1,1,18,"",42.8584813774206
2122087,1,2,1,2,5,1,1,18,"",34.9477740289824
2122099,1,2,1,2,4,1,1,18,"",26.979652563797
2122102,1,2,1,1,4,1,2,18,"",18.9468994284819
2122103,1,3,1,3,5,1,2,18,"",35.7998422880926
2122110,1,1,1,1,4,1,2,18,"",35.7998422880926
2122114,1,1,1,2,5,1,2,18,"",37.7794326884808
2122117,1,2,2,2,4,3,2,18,"",35.7998422880926
2122118,1,1,1,2,5,1,2,18,"",35.3019308669762
2122126,1,1,1,5,5,1,1,18,"",21.978421716173
2122127,1,1,4,4,2,,1,18,"",21.978421716173
2122131,1,1,1,1,1,2,1,18,"",24.7519737065756
2122134,1,1,1,1,5,1,1,18,"",19.1190729412409
2122136,1,1,1,2,3,7,1,18,"",24.9410468959788
2122137,1,1,1,6,5,6,1,18,"",20.4584891368583
2122147,1,1,1,6,5,1,1,18,"",26.6851824142192
2122150,1,1,2,1,4,1,1,18,"",23.0009068003582
2122152,1,2,1,2,2,1,1,18,"",23.2933985138634
2122159,1,1,1,2,3,2,1,18,"",27.4831405303159
2122160,1,1,2,2,3,1,1,18,"",19.1190729412409
2122165,1,4,2,4,3,2,1,18,"",24.0916806591228
2122170,1,1,1,5,3,2,1,18,"",26.3766604995116
2122174,1,1,1,1,5,6,1,18,"",17.3809754011281
2122183,1,1,1,2,4,8,1,18,"",18.700651587251
2122184,1,1,5,6,5,,1,18,"",29.1223038565783
2122186,1,1,1,2,5,1,1,18,"",20.4584891368583
2122198,1,1,1,2,5,3,2,18,"",42.6659361509312
2122198,1,2,1,2,2,8,2,18,"",42.6659361509312
2122199,1,1,2,1,3,8,2,18,"",28.4182369420182
2122201,1,1,2,1,5,8,2,18,"",18.6147781753252
2122202,1,1,1,3,5,1,2,18,"",35.4295245137981
2122207,1,1,1,3,5,1,2,18,"",31.187624434285
2122210,1,1,1,2,5,3,2,18,"",32.2296411263791
2122213,1,1,1,2,1,3,2,18,"",20.6167674586751
2122216,1,1,1,1,1,8,2,18,"",49.9488107387959
2122217,1,1,1,1,5,3,2,18,"",20.6167674586751
2122218,1,1,2,1,2,1,2,18,"",21.1818253048852
2122225,1,1,1,6,5,1,2,18,"",49.6168804912427
2122226,1,1,1,2,4,8,2,18,"",53.2548432492642
2122228,1,1,2,1,4,3,2,18,"",33.0232305703407
2122233,1,1,1,2,5,1,2,18,"",35.4295245137981
2122234,1,1,2,2,5,2,2,18,"",30.6225665880749
2122236,1,1,1,1,4,1,2,18,"",62.3271727415843
2122237,1,1,1,1,5,6,2,18,"",42.3260023700742
2122238,1,1,2,2,5,6,2,18,"",31.187624434285
2122245,1,1,1,1,5,6,2,18,"",31.187624434285
2122247,1,1,1,2,5,2,2,18,"",42.2357941121551
2122250,1,1,2,1,5,1,2,18,"",47.8706289259819
2122252,1,1,1,2,5,6,2,18,"",28.4512005055399
2122253,1,1,1,1,4,6,2,18,"",34.083052730216
2122254,1,1,1,1,4,1,2,18,"",30.0992402795778
2122254,1,3,1,1,5,6,2,18,"",30.0992402795778
2122257,1,1,1,1,5,1,2,18,"",34.307822939193
2122260,1,1,2,1,5,6,2,18,"",48.2518817989488
2122261,1,1,1,4,5,6,2,18,"",59.2996976204426
2122262,1,1,1,1,2,1,2,18,"",31.187624434285
2122263,1,1,1,1,5,6,2,18,"",73.1172547905795
2122264,1,1,2,1,5,6,2,18,"",27.8531790958081
2122264,1,3,2,1,1,6,2,18,"",27.8531790958081
2122267,1,1,2,2,3,4,2,18,"",48.8169396451588
2122269,1,1,2,1,4,1,2,41,"",18.5503353278844
2122272,1,1,1,1,5,1,2,41,"",20.5471263383984
2122284,1,1,1,1,5,1,2,41,"",42.1306263023684
2122288,1,1,2,3,5,1,2,41,"",13.9939612761263
2122290,1,1,1,3,5,3,2,41,"",33.4272458293277
2122295,1,1,1,1,5,1,1,41,"",65.8731202013556
2122299,1,2,1,1,3,1,1,41,"",38.9693688558682
2122302,1,1,1,7,4,2,1,41,"",51.5615569190427
2122304,1,2,2,1,3,3,1,41,"",42.0547925763427
2122307,1,3,1,2,4,1,1,41,"",62.1084960511364
2122313,1,4,1,2,5,3,1,41,"",60.0704557726428
2122317,1,1,1,1,4,1,1,41,"",49.4630839441054
2122326,1,1,1,1,5,6,2,41,"",94.1261714177628
2122326,1,2,2,4,5,3,2,41,"",94.1261714177628
2122327,1,1,1,1,5,1,2,41,"",91.0803175411954
2122327,1,3,1,1,5,3,2,41,"",91.0803175411954
2122331,1,1,1,2,3,2,2,41,"",83.2777039948269
2122334,1,1,1,2,1,4,2,41,"",57.0473682330918
2122334,1,2,1,2,5,1,2,41,"",57.0473682330918
2122335,1,1,5,2,5,,2,41,"",33.7344132123054
2122341,1,1,1,3,5,3,2,41,"",57.9719503680513
2122345,1,1,2,1,4,3,2,41,"",52.7906218680087
2122346,1,1,2,1,5,3,2,41,"",57.9719503680513
2122349,1,2,1,4,2,1,2,41,"",52.233822467304
2122350,1,1,2,3,5,3,2,41,"",51.8115237371611
2122361,1,4,3,2,2,1,1,41,"",60.7287796946537
2122362,1,2,1,2,2,2,1,41,"",40.7833038774434
2122363,1,2,1,2,1,1,1,41,"",33.7582683612887
