DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3050,P3051,P639,P3052,CLASE_TE,COD_DEPTO,AREA,F_EXP
7141237,1,2,1,1,5,1,1,54,54,27.5515809612201
7141239,1,1,2,2,2,1,1,54,54,19.9124227556137
7141242,1,1,1,1,5,2,1,54,54,22.416541056261
7141244,1,2,1,1,4,1,1,54,54,27.1620982760252
7141246,1,1,1,2,2,1,1,54,54,22.9162204668459
7141246,1,4,3,2,2,1,1,54,54,22.9162204668459
7141254,1,2,3,4,5,1,1,54,54,32.5957558230292
7141259,1,1,1,2,4,1,1,54,54,29.026596385598
7141259,1,2,2,2,2,1,1,54,54,29.026596385598
7141267,1,1,2,1,2,1,1,54,54,31.0421862643953
7141267,1,2,1,5,3,1,1,54,54,31.0421862643953
7141270,1,1,1,1,4,1,1,54,54,22.7384828740798
7141272,1,2,1,1,3,1,1,54,54,40.8643660853164
7141275,1,1,1,1,3,1,1,54,54,31.2775484065666
7141277,1,3,1,1,4,1,1,54,54,33.4936258405525
7141283,1,1,1,2,2,2,1,54,54,33.621501484572
7141290,1,1,2,3,5,2,1,54,54,39.1095537574682
7141294,1,1,1,1,3,1,1,54,54,47.9841890991039
7141298,1,1,3,1,3,4,1,54,54,31.7098487215622
7141300,1,1,1,2,4,2,1,54,54,88.2507494715627
7141309,1,2,1,5,5,1,1,63,63,11.1307095999926
7141311,1,2,1,5,3,1,1,63,63,14.636534644006
7141312,1,1,1,4,2,1,1,63,63,20.9445208018989
7141312,1,2,2,2,3,1,1,63,63,20.9445208018989
7141315,1,1,1,2,2,1,1,63,63,18.3901995345977
7141316,1,4,1,4,5,6,1,63,63,25.4328521573606
7141332,1,1,1,2,4,1,1,63,63,13.3139816502861
7141333,1,1,1,4,5,1,1,63,63,7.92155817298526
7141336,1,1,1,1,2,1,1,63,63,7.94498164532953
7141352,1,1,1,2,5,1,1,63,63,11.3175078503828
7141368,1,1,1,4,1,1,1,66,66,15.4697773023169
7141372,1,3,1,6,4,2,1,66,66,26.0152447267666
7141375,1,2,1,2,4,1,1,66,66,21.3957066245606
7141388,1,2,1,6,1,2,1,66,66,16.5979773491803
7141389,1,1,1,5,3,1,1,66,66,15.8783795631561
7141389,1,2,1,1,3,6,1,66,66,15.8783795631561
7141393,1,1,3,5,5,1,1,66,66,14.7517794954313
7141396,1,4,1,5,2,2,1,66,66,16.9310801445107
7141409,1,1,1,5,4,1,1,66,66,12.2370719770172
7141409,1,2,1,2,3,1,1,66,66,12.2370719770172
7141414,1,2,1,6,5,1,1,66,66,26.8834929213666
7141415,1,1,1,5,3,1,1,66,66,23.3764129239313
7141419,1,1,1,2,5,1,1,66,66,43.1386590468374
7141425,1,1,1,5,5,6,1,66,66,38.5433969254272
7141428,1,1,1,5,3,1,1,66,66,54.4366618845122
7141433,1,1,1,5,4,1,1,66,66,22.2627720275717
7141435,1,2,1,5,5,1,1,66,66,24.0581508532668
7141436,1,1,1,4,1,1,1,66,66,22.1463973561646
7141437,1,3,1,4,3,1,1,66,66,25.4456013045738
7141437,1,4,1,6,4,1,1,66,66,25.4456013045738
7141446,1,1,1,2,5,1,1,66,66,11.6305035534806
7141460,1,1,1,2,5,1,1,68,68,32.0580503397815
7141464,1,3,1,5,5,1,1,68,68,21.6498039504328
7141465,1,2,1,1,5,6,1,68,68,25.8455863917723
7141468,1,2,1,2,5,1,1,68,68,24.6910108120091
7141468,1,4,1,5,5,6,1,68,68,24.6910108120091
7141474,1,1,1,2,2,1,1,68,68,91.1732681914232
7141476,1,1,1,2,5,1,1,68,68,26.6704121093658
7141480,1,1,2,5,5,1,1,68,"",13.9137334427571
7141486,1,2,1,7,4,1,1,68,68,35.7726104996516
7141491,1,1,1,5,5,3,1,68,68,36.3078525365924
7141491,1,2,1,5,5,1,1,68,68,36.3078525365924
7141493,1,1,1,1,3,1,1,68,"",13.1302724878334
7141505,1,1,1,2,5,1,1,68,68,75.5060762992746
7141506,1,1,1,2,4,4,1,68,68,182.187350897592
7141509,1,2,1,5,5,1,1,68,68,28.1319898124371
7141511,1,2,1,5,5,1,1,68,68,28.8305741967633
7141512,1,1,1,5,5,1,1,68,68,29.2684994997149
7141512,1,2,1,2,4,2,1,68,68,29.2684994997149
7141516,1,1,2,2,5,1,1,68,68,32.8702650295207
7141522,1,1,1,1,4,1,1,68,"",38.658080053687
7141532,1,1,1,5,2,1,1,68,68,36.5530436112209
7141536,1,2,1,1,2,1,1,68,68,25.3181312637134
7141537,1,1,1,4,2,2,1,68,68,37.1723951111096
7141542,1,2,1,5,5,1,1,68,68,32.818459239404
7141546,1,1,1,4,5,1,1,68,68,22.2422573459205
7141548,1,1,1,7,5,3,1,68,68,36.1508241177662
7141551,1,1,2,2,5,4,1,68,68,32.1953494496864
7141551,1,2,1,4,2,2,1,68,68,32.1953494496864
7141554,1,1,1,1,3,1,1,68,68,37.7515513689794
7141555,1,1,1,1,5,1,1,68,68,38.6133630884966
7141558,1,1,1,2,5,1,1,68,68,39.8185933096286
7141561,1,2,1,2,5,1,1,70,70,9.83991803478488
7141563,1,1,1,2,4,1,1,70,70,11.2479403983641
7141568,1,2,1,4,2,1,1,73,73,32.5622533115808
7141573,1,1,2,2,2,1,1,73,73,36.3439888527411
7141589,1,2,1,4,4,1,1,73,73,21.6119832527562
7141591,1,3,1,5,4,1,1,73,73,20.1404134046398
7141612,1,1,2,2,5,3,1,76,76,110.180796073622
7141616,1,1,1,5,4,1,1,76,76,78.7221858575127
7141628,1,1,1,4,5,1,1,76,76,67.6615465330324
7141637,1,1,1,4,2,6,1,76,76,22.7008533832468
7141642,1,1,1,2,5,3,1,76,76,20.8107568453597
7141649,1,1,1,4,5,1,1,76,76,17.1276587321423
7141649,1,2,1,1,5,1,1,76,76,17.1276587321423
7141650,1,1,1,1,2,6,1,76,76,11.6546215846316
7141651,1,2,1,2,4,1,1,76,76,11.2155303919716
7141653,1,1,1,2,5,1,1,76,76,12.7685701908766
7141658,1,2,1,2,2,6,1,76,76,9.97097243877788
7141665,1,1,1,4,4,1,1,76,76,44.0844240802071
7141670,1,2,1,7,2,1,1,76,76,118.737329881138
7141673,1,3,1,5,5,1,1,76,76,65.7202818966844
7141674,1,1,1,5,4,1,1,76,76,104.507065857193
7141723,1,3,3,1,2,6,1,88,88,2.87582905609555
7141745,1,1,1,1,5,1,1,88,88,2.10459789585606
7141747,1,2,1,5,5,6,1,88,88,3.47288290700812
7141782,1,1,2,3,5,1,2,08,"",3.05745376892819
7141783,1,1,1,2,2,2,2,08,"",5.1698750955128
7141784,1,1,1,1,4,1,2,08,"",5.1698750955128
7141786,1,1,1,4,4,6,2,08,"",3.79078165381792
7141786,1,2,1,1,3,1,2,08,"",3.79078165381792
7141791,1,1,3,2,4,1,1,44,"",51.956289904589
7141792,1,1,1,2,3,1,1,44,"",63.0903284200856
7141794,1,1,1,2,1,1,1,44,"",33.9791473702589
7141794,1,2,1,2,2,1,1,44,"",33.9791473702589
7141794,1,3,1,2,1,2,1,44,"",33.9791473702589
7141795,1,1,1,2,1,1,1,44,"",59.5536647853625
7141795,1,2,1,2,4,1,1,44,"",59.5536647853625
7141798,1,1,1,5,4,1,1,44,"",59.9603754187134
7141802,1,1,1,5,5,1,1,44,"",57.2924562474411
7141803,1,2,1,1,4,6,1,44,"",64.8336920402746
7141805,1,1,1,2,3,1,1,44,"",52.2613782613829
7141806,1,2,1,5,5,1,1,44,"",46.3718717820033
7141807,1,1,1,1,1,2,1,44,"",45.0537526012122
7141808,1,1,1,5,4,1,1,44,"",37.6832885178086
7141810,1,1,1,2,2,1,1,44,"",52.0461248882726
7141813,1,1,1,3,2,1,2,44,"",61.34839609479
7141818,1,1,1,3,5,1,2,44,"",88.2595501264568
7141820,1,2,1,2,3,3,1,44,"",62.5043268402816
7141822,1,1,1,1,2,2,1,44,"",50.0034614722252
7141837,1,1,5,3,5,,1,25,"",281.455751651121
7141841,1,1,1,2,5,4,1,25,"",199.029325705052
7141845,1,1,5,3,4,,1,25,"",191.68306944235
7141871,1,4,5,1,1,,2,25,"",78.2381486521407
7141873,1,1,1,5,5,6,2,25,"",161.525160528786
7141877,1,2,2,2,5,1,2,25,"",97.8674132412994
7141879,1,1,1,3,5,1,1,25,"",131.560697876066
7141888,1,1,1,1,5,2,1,25,"",122.036252389832
7141888,1,2,2,3,5,1,1,25,"",122.036252389832
7141899,1,1,2,3,5,3,2,25,"",326.264363055164
7141903,1,1,1,1,3,1,1,25,"",68.0175416106646
7141903,1,6,3,2,5,1,1,25,"",68.0175416106646
7141927,1,2,2,1,1,1,1,15,"",141.204150861221
7141930,1,1,1,2,5,1,1,15,"",130.98066586285
7141943,1,1,1,2,4,2,1,15,"",134.681270162493
7141944,1,1,1,1,2,3,1,15,"",154.040891848605
7141948,1,1,1,3,5,1,1,15,"",94.701911242176
7141949,1,1,1,1,5,1,1,15,"",130.823858255707
7141950,1,1,1,2,5,2,1,15,"",111.254251991094
7141950,1,4,4,2,5,,1,15,"",111.254251991094
7141960,1,1,5,3,5,,2,15,"",111.781858468222
7141963,1,1,2,1,5,1,2,15,"",110.233351229191
7141968,1,1,5,3,5,,2,15,"",65.1836232669773
7141976,1,1,2,3,5,8,2,15,"",84.5968289650026
7141987,1,2,2,1,1,3,2,15,"",211.626409094834
7141989,1,1,2,4,4,1,2,15,"",96.556281213182
7141991,1,2,1,1,2,1,2,15,"",161.96675910333
7141997,1,1,1,1,5,3,2,15,"",90.4386163433152
7142001,1,1,1,2,4,3,2,15,"",90.4386163433152
7142011,1,2,1,1,5,1,2,68,"",144.731306976646
7142013,1,1,1,2,3,2,2,68,"",82.0129698275447
7142017,1,1,1,2,5,1,2,68,"",64.4482595391298
7142020,1,1,1,3,5,1,2,68,"",45.6770952525807
7142033,1,1,2,3,5,2,2,54,"",27.5001458926596
7142042,1,1,2,3,5,3,2,54,"",13.7293865374422
7142042,1,2,2,2,5,8,2,54,"",13.7293865374422
7142044,1,3,1,3,1,1,1,76,"",145.036801241791
7142044,1,4,1,1,4,3,1,76,"",145.036801241791
7142047,1,1,1,1,4,1,1,76,"",274.372573211842
7142048,1,1,1,1,5,3,1,76,"",198.238725364427
7142049,1,1,1,5,4,1,1,76,"",288.26687647451
7142061,1,2,1,4,2,1,1,76,"",267.036019414272
7142062,1,2,1,2,2,1,2,76,"",136.721668803661
7142066,1,1,1,2,3,1,2,76,"",135.16981519236
7142071,1,1,1,1,1,3,1,63,"",59.6681422938253
7142073,1,1,1,2,3,1,1,63,"",43.8985800661142
7142073,1,3,1,4,2,1,1,63,"",43.8985800661142
7142076,1,1,1,5,4,1,1,63,"",65.8080440273004
7142079,1,2,1,1,4,1,1,63,"",45.4412868274696
7142080,1,2,1,5,5,1,1,63,"",26.6232963817251
7142096,1,2,1,1,2,8,1,63,"",72.2333930746087
7142097,1,1,1,1,2,1,1,63,"",70.7217178132812
7142118,1,1,2,1,4,1,1,63,"",36.9013983551957
7142119,1,3,3,5,4,6,1,63,"",28.0222735792724
7142146,1,1,1,1,5,6,1,73,"",43.126546839368
7142150,1,2,2,1,1,1,1,73,"",80.7848113751242
7142165,1,1,1,2,5,2,1,73,"",97.8704852648098
7142168,1,1,2,1,5,1,1,73,"",97.4177225051586
7142172,1,1,1,2,5,1,1,73,"",58.6804889927881
7142174,1,4,1,6,5,6,1,73,"",97.531892931921
7142176,1,1,1,2,3,1,1,73,"",95.1354281792535
7142178,1,3,1,2,5,1,1,73,"",88.7277456086778
7142181,1,1,1,1,5,4,1,73,"",112.789916673958
7142182,1,2,1,1,5,6,1,73,"",159.77041811205
7142182,1,3,1,1,1,6,1,73,"",159.77041811205
7142187,1,1,2,2,5,2,1,73,"",130.49398035308
7142189,1,1,2,2,3,3,1,73,"",143.466307524377
7142192,1,1,2,4,3,1,1,73,"",99.4813248255793
7142193,1,1,1,2,5,1,1,73,"",124.445513532069
7142196,1,1,3,1,5,6,2,73,"",43.1931032135098
7142199,1,1,2,3,5,6,2,73,"",46.4971935556379
7142200,1,1,2,5,5,1,2,73,"",49.3090504672731
7142203,1,1,1,1,4,8,2,73,"",46.4971935556379
7142213,1,1,1,2,5,6,2,73,"",77.4856507342863
7142218,1,1,1,3,5,2,2,73,"",49.3090504672731
7142220,1,1,2,3,3,8,2,73,"",43.8280169485978
7142230,1,2,1,2,5,1,2,73,"",51.1469129112017
7142231,1,1,1,2,3,1,2,73,"",55.0204892317398
7142231,1,3,1,2,2,1,2,73,"",55.0204892317398
7142246,1,1,1,1,5,1,1,73,"",30.2481913159641
7142252,1,1,1,2,5,1,1,73,"",40.8350582765515
7142254,1,1,1,2,5,3,1,73,"",41.959744719311
7142258,1,1,2,2,5,1,1,73,"",70.3244618704209
7142262,1,3,1,1,3,2,2,73,"",125.277729856453
7142265,1,1,1,1,5,1,2,73,"",78.3803808246495
7142276,1,1,2,3,5,1,2,73,"",53.5456321858798
7142282,1,1,5,3,5,,2,73,"",61.659688760912
7142283,1,1,1,1,4,8,2,73,"",43.1176440494416
7142298,1,1,1,5,5,1,1,66,"",27.4283594745969
7142304,1,1,1,5,4,1,2,66,"",88.0312475434809
7142305,1,1,1,5,5,6,2,66,"",48.2467416040866
7142310,1,2,1,2,2,6,2,66,"",57.6858726447293
7142317,1,2,1,4,4,2,2,66,"",34.3070327041398
7142322,1,1,1,2,3,4,2,66,"",88.6356602714713
7142323,1,1,1,2,5,3,2,66,"",38.5973932832693
7142330,1,1,1,2,4,1,1,66,"",33.7924382290385
7142331,1,1,1,2,4,3,1,66,"",30.4389764815044
7142333,1,1,1,5,4,1,1,66,"",37.7074417457556
7142336,1,1,4,1,1,,2,66,"",50.1268567833339
7142337,1,1,1,2,5,1,2,66,"",23.3459062352684
7142338,1,5,1,2,4,1,2,66,"",36.0659414298233
7142340,1,1,1,3,5,6,2,66,"",22.1770954530156
7142341,1,1,1,2,5,1,2,66,"",32.2349405258719
7142345,1,1,1,4,5,6,2,66,"",23.5182262688989
7142347,1,1,1,5,5,1,1,66,"",28.6252323596337
7142353,1,1,2,2,5,1,1,66,"",32.4686856616179
7142358,1,2,1,2,1,1,1,66,"",18.4384588671151
7142360,1,2,2,4,5,1,1,66,"",36.1368552594412
7142361,1,1,2,3,5,1,1,66,"",29.7006284061224
7142370,1,1,1,3,5,6,2,66,"",27.4049093170838
7142382,1,2,1,3,4,3,2,05,"",210.65749953894
7142401,1,1,2,1,4,1,2,05,"",97.4076697231166
7142401,1,4,2,1,2,1,2,05,"",97.4076697231166
7142402,1,1,1,2,1,1,2,05,"",58.8616293548506
7142408,1,1,1,1,5,1,2,05,"",39.1613065246097
7142411,1,1,1,1,5,1,2,05,"",57.8108988621046
7142415,1,4,2,3,5,6,2,05,"",47.4399369628813
7142416,1,1,2,3,5,1,2,05,"",39.9019913441112
7142418,1,1,2,2,1,2,2,05,"",67.6144713641103
7142419,1,1,1,5,5,1,1,23,"",118.050448727873
7142419,1,3,1,2,1,1,1,23,"",118.050448727873
7142420,1,1,1,4,5,6,1,23,"",132.893255126559
7142420,1,2,1,1,1,2,1,23,"",132.893255126559
7142423,1,1,1,1,5,6,1,23,"",131.226510480814
7142427,1,2,1,1,5,1,1,23,"",178.033558590721
7142427,1,3,1,2,2,6,1,23,"",178.033558590721
7142429,1,1,1,2,4,1,1,23,"",105.872379680661
7142430,1,2,1,2,3,1,1,23,"",89.7380374870307
7142431,1,1,1,1,2,6,1,23,"",67.2642958568536
7142431,1,2,1,1,5,6,1,23,"",67.2642958568536
7142434,1,1,1,4,2,2,1,23,"",79.8475833061636
7142434,1,2,1,2,2,1,1,23,"",79.8475833061636
7142439,1,5,1,2,5,1,1,23,"",67.8087847598404
7142441,1,1,1,1,5,1,1,23,"",150.732856590532
7142443,1,1,1,3,5,1,2,23,"",150.081884794099
7142443,1,2,1,4,4,1,2,23,"",150.081884794099
7142445,1,2,1,1,4,1,2,23,"",164.854289411226
7142446,1,1,1,3,3,1,2,23,"",144.753152668359
7142448,1,1,1,3,5,2,2,23,"",242.726443338305
7142449,1,1,1,2,5,1,2,23,"",208.51594013569
7142450,1,1,1,4,2,1,2,23,"",164.534021038283
7142450,1,2,1,1,2,1,2,23,"",164.534021038283
7142451,1,1,1,3,5,1,2,23,"",115.380919714875
7142455,1,1,1,2,1,1,2,23,"",148.547594074358
7142456,1,2,1,3,5,1,2,23,"",122.686626906875
7142457,1,3,1,1,5,6,2,23,"",170.096523302897
7142459,1,1,1,4,2,1,2,23,"",146.645218354831
7142459,1,2,1,1,5,6,2,23,"",146.645218354831
7142465,1,1,1,2,2,2,2,23,"",211.19414298522
7142466,1,1,1,3,5,1,2,23,"",159.572068037343
7142469,1,1,1,3,5,1,2,23,"",220.676519190371
7142469,1,3,1,1,4,6,2,23,"",220.676519190371
7142469,1,5,1,1,5,6,2,23,"",220.676519190371
7142472,1,1,1,1,5,1,1,05,05,63.6651474897597
7142480,1,3,1,1,2,1,1,05,05,102.316835809141
7142481,1,3,1,1,5,1,1,05,05,118.791673306898
7142482,1,1,1,2,5,6,1,05,05,71.6447146794604
7142487,1,1,1,5,4,1,1,05,05,75.5978190854016
7142493,1,1,1,1,5,6,1,05,05,86.3392635054579
7142506,1,1,1,1,3,1,1,05,05,75.0006608287777
7142516,1,2,1,1,5,1,1,05,05,78.9602228657019
7142524,1,2,1,1,4,6,1,05,05,251.996223449215
7142527,1,1,1,4,5,1,1,05,05,261.158399714178
7142532,1,1,1,5,5,6,1,05,05,76.9384706116436
7142535,1,1,1,5,5,6,1,05,05,62.9640894219436
7142538,1,2,1,5,4,6,1,05,05,68.5052413608531
7142539,1,1,1,2,5,1,1,05,05,151.886145861065
7142539,1,2,1,2,1,1,1,05,05,151.886145861065
7142539,1,3,1,2,4,3,1,05,05,151.886145861065
7142542,1,1,1,2,5,1,1,05,05,151.008399844073
7142547,1,1,1,1,3,1,1,05,05,35.9150286777919
7142548,1,1,1,5,5,3,1,05,05,64.71071507692
7142552,1,1,1,1,5,2,1,05,05,49.8622022827573
7142556,1,1,1,5,5,2,1,05,05,48.5610107713678
7142560,1,2,1,2,2,3,1,05,05,94.2856041506556
7142565,1,2,1,1,5,6,1,05,05,56.6359990446275
7142566,1,1,1,2,5,1,1,05,05,60.4033599376293
7142569,1,2,1,1,4,6,1,05,05,58.2741402054926
7142575,1,2,1,2,3,3,1,05,05,98.2987616390413
7142588,1,2,2,2,4,1,1,05,05,108.608181976842
7142590,1,1,1,2,5,1,1,08,08,71.2910723895586
7142594,1,1,1,1,4,3,1,08,08,58.5817626295231
7142595,1,1,1,5,5,1,1,08,08,48.2975737778169
7142602,1,1,1,1,3,4,1,08,08,36.6691068191342
7142605,1,1,1,2,3,1,1,08,08,38.9227565628523
7142607,1,2,1,4,3,2,1,08,08,73.0233820270133
7142608,1,1,1,5,5,6,1,08,08,65.3272409873506
7142609,1,1,1,1,4,6,1,08,08,71.2910723895586
7142613,1,1,1,1,2,1,1,08,08,59.2358316950933
7142614,1,1,2,2,5,6,1,08,08,68.4866527341469
7142618,1,1,1,2,5,1,1,08,08,75.4315850532564
7142620,1,1,1,2,4,3,1,08,08,55.9883954184421
7142622,1,2,1,5,5,3,1,08,08,34.4973418480919
7142624,1,1,1,2,5,1,1,08,08,48.4565439963549
7142624,1,2,1,4,5,1,1,08,08,48.4565439963549
7142625,1,2,1,1,3,1,1,08,08,49.0162867845919
7142627,1,2,1,1,5,1,1,08,08,66.3848927518303
7142629,1,4,1,2,5,1,1,08,08,52.852549729837
7142629,3,1,1,4,1,1,1,08,08,52.852549729837
7142629,3,2,1,1,2,1,1,08,08,52.852549729837
7142630,1,1,1,1,5,3,1,08,08,46.6697723152618
7142632,1,3,1,2,2,6,1,08,08,49.2017989215218
7142633,1,1,1,1,4,1,1,08,08,62.0474516923015
7142634,3,1,1,1,5,1,1,08,08,79.1179253076974
7142636,1,1,2,1,4,1,1,08,08,58.1365829285091
7142636,1,2,1,1,4,4,1,08,08,58.1365829285091
7142639,1,1,3,5,5,4,1,08,08,41.98326240048
7142639,1,2,1,4,2,1,1,08,08,41.98326240048
7142640,1,2,1,1,4,4,1,08,08,62.2577370710034
7142642,1,1,1,4,5,1,1,08,08,60.3280716595406
7142643,1,1,1,1,5,3,1,08,08,61.7373859791149
7142643,1,4,1,1,2,1,1,08,08,61.7373859791149
7142644,1,1,1,5,5,1,1,08,08,60.3606767216689
7142647,1,1,1,1,5,1,1,08,08,39.5012029828955
7142647,2,1,1,1,2,1,1,08,08,39.5012029828955
7142648,1,2,1,1,1,1,1,08,08,35.4775679154102
7142650,1,1,1,1,5,1,1,08,08,64.1619651506027
7142651,1,1,1,4,4,2,1,08,08,49.5857871282559
7142651,1,4,2,5,5,1,1,08,08,49.5857871282559
7142652,1,1,2,1,5,1,1,08,08,67.8884265479308
7142652,1,2,1,4,1,1,1,08,08,67.8884265479308
7142657,1,1,1,2,5,1,1,08,08,59.4092269912988
7142663,1,2,1,1,5,1,1,08,08,56.3471694074531
7142668,1,5,1,1,2,4,1,08,08,50.4758701395754
7142673,1,1,1,2,5,1,1,08,08,52.8704798843944
7142673,1,3,1,2,2,1,1,08,08,52.8704798843944
7142677,1,1,1,1,5,1,1,08,08,55.8110901853879
7142679,1,1,3,1,5,1,1,08,08,49.8768589556658
7142689,1,1,1,2,5,1,1,08,08,62.859654211047
7142689,1,2,1,5,2,1,1,08,08,62.859654211047
7142695,1,1,1,5,5,6,1,08,08,42.2421660578997
7142704,1,3,1,1,3,1,1,08,08,49.0975819381164
7142705,1,1,1,1,1,6,1,08,08,62.7096618031924
7142705,1,3,1,1,1,4,1,08,08,62.7096618031924
7142705,1,4,1,1,1,6,1,08,08,62.7096618031924
7142705,1,7,1,1,3,4,1,08,08,62.7096618031924
7142706,1,2,1,4,2,2,1,08,08,126.175907141963
7142708,1,1,1,4,4,6,1,08,08,122.982813016347
7142708,1,2,1,4,2,1,1,08,08,122.982813016347
7142710,1,1,1,1,2,4,1,08,08,67.2378754315442
7142710,1,3,1,1,5,1,1,08,08,67.2378754315442
7142719,1,1,1,1,3,1,1,08,08,105.001636241226
7142725,1,1,1,2,5,3,1,08,08,73.2563342563921
7142725,1,2,1,2,3,1,1,08,08,73.2563342563921
7142728,1,1,1,1,1,1,1,08,08,50.6017764493892
7142728,1,2,1,1,1,1,1,08,08,50.6017764493892
7142728,1,4,1,1,5,1,1,08,08,50.6017764493892
7142733,1,1,1,2,2,1,1,08,08,126.300456999377
7142735,1,5,1,2,5,1,1,08,08,52.2256238058348
7142735,1,7,1,1,5,3,1,08,08,52.2256238058348
7142738,1,2,1,1,3,1,1,08,08,126.55848518961
7142750,1,2,1,1,2,6,1,08,08,41.3707854622529
7142757,1,1,1,1,2,1,1,08,08,120.193184512567
7142759,1,1,1,5,4,3,1,08,08,112.681485637214
7142767,1,1,2,1,1,1,1,08,08,45.7290686911454
7142768,1,1,1,1,4,1,1,08,08,86.7801951537739
7142768,1,3,5,3,5,,1,08,08,86.7801951537739
7142776,1,3,1,1,1,6,1,11,11,159.873745861383
7142800,1,2,1,5,5,1,1,11,11,225.374944568225
7142802,1,1,1,5,4,1,1,11,11,313.025733295745
7142803,1,2,1,5,4,3,1,11,11,384.049384663132
7142811,1,2,1,5,5,1,1,11,11,176.641597113628
7142822,1,1,2,2,4,1,1,11,11,220.078601423923
7142823,1,3,1,7,1,3,1,11,11,307.239507730506
7142826,1,1,1,1,1,6,1,11,11,184.552253517835
7142831,1,2,1,2,4,2,1,11,11,343.87281472488
7142835,1,1,1,2,5,1,1,11,11,292.620020426621
7142845,1,1,1,1,5,1,1,11,11,217.245171210305
7142852,1,5,1,1,1,1,1,11,11,314.811973460163
7142871,1,1,2,1,4,4,1,11,11,261.965215215802
7142882,1,1,2,1,3,1,1,11,11,158.977437402265
7142898,1,2,1,1,1,1,1,11,11,293.054274493313
7142901,1,1,1,1,5,1,1,11,11,291.889428080062
7142923,1,1,1,2,5,1,1,11,11,382.080905249867
7142942,1,5,1,1,1,6,1,11,11,363.856036392757
7142942,1,6,1,1,1,6,1,11,11,363.856036392757
7142961,1,1,1,4,4,6,1,11,11,304.858992823485
7142963,1,1,1,1,5,1,1,11,11,342.612216041261
7142973,1,1,1,5,4,1,1,11,11,374.484583588902
7142975,1,3,1,7,3,1,1,11,11,284.683344146832
7142980,1,5,1,1,2,1,1,11,11,268.934803850741
7142981,1,1,1,1,1,6,1,11,11,249.430085037397
7142990,1,4,1,2,5,1,1,11,11,177.983731193029
7142992,1,2,1,1,1,8,1,11,11,271.988866574624
7143003,1,2,1,1,5,4,1,11,11,245.446310429304
7143004,1,1,1,1,5,1,1,11,11,221.517155654625
7143007,1,1,1,2,2,2,1,11,11,357.932074207332
7143012,1,1,1,7,3,1,1,11,11,328.28018063812
7143014,1,1,1,7,4,1,1,11,11,326.474483700391
7143015,1,1,1,2,4,6,1,11,11,291.144505536922
7143017,1,1,1,1,5,1,1,11,11,267.191236895502
7143023,1,1,1,1,3,3,1,11,11,323.092060738385
7143038,1,2,1,2,3,6,1,11,11,149.106412713963
7143039,1,1,1,2,2,2,1,11,11,199.995389827744
7143041,1,3,1,5,5,2,1,11,11,196.426030813808
7143043,1,2,2,2,2,2,1,11,11,200.486392440334
7143057,1,1,2,1,5,1,1,11,11,264.312191844217
7143058,1,1,1,2,5,6,1,11,11,284.568848450677
7143059,1,1,2,1,2,2,1,11,11,323.493895041024
7143066,1,1,1,3,5,3,1,11,11,329.557595567563
7143082,1,2,1,1,1,3,1,11,11,380.902337454211
7143085,1,3,1,1,1,1,1,11,11,339.641578753825
7143091,1,1,1,1,3,2,1,11,11,337.36939757892
7143096,1,1,1,1,2,2,1,11,11,343.87281472488
7143116,1,1,1,2,1,1,1,13,13,26.7596380389921
7143117,1,1,1,1,4,1,1,13,13,28.0863100711728
7143121,1,1,1,2,1,4,1,13,13,31.8178428245792
7143121,1,2,1,2,5,1,1,13,13,31.8178428245792
7143121,2,1,1,2,2,1,1,13,13,31.8178428245792
7143122,1,1,1,2,3,6,1,13,13,21.67791436608
7143127,1,1,1,4,4,6,1,13,13,42.3483550590838
7143136,1,1,1,2,5,1,1,13,13,32.4655337200026
7143136,2,1,1,2,2,1,1,13,13,32.4655337200026
7143136,2,2,1,2,5,1,1,13,13,32.4655337200026
7143148,1,3,1,1,2,1,1,13,13,25.9198785655984
7143150,1,1,1,1,5,1,1,13,13,22.171810887256
7143150,1,2,1,1,4,6,1,13,13,22.171810887256
7143151,1,1,1,4,2,1,1,13,13,29.8953220984783
7143151,1,2,1,1,3,4,1,13,13,29.8953220984783
7143152,1,1,1,1,5,1,1,13,13,26.0689030813886
7143155,1,1,1,1,5,1,1,13,13,34.419036649359
7143156,1,3,1,1,5,1,1,13,13,29.2522395891797
7143158,1,1,1,1,2,1,1,13,13,34.22744427199
7143158,1,4,1,1,1,6,1,13,13,34.22744427199
7143159,1,2,1,1,2,1,1,13,13,37.5417735397847
7143160,1,5,1,4,2,1,1,13,13,25.5026975674855
7143162,1,1,1,4,2,4,1,13,13,35.8181146505048
7143163,1,1,1,1,5,1,1,13,13,37.8906544641354
7143165,1,1,2,2,2,6,1,13,13,15.9895624135729
7143171,1,2,1,1,3,1,1,13,13,23.0544676486619
7143183,1,1,1,2,4,1,1,13,13,64.5308267566991
7143186,1,3,1,5,3,6,1,13,13,24.5361159224272
7143190,1,3,1,2,3,1,1,13,13,21.8181951877871
7143199,1,3,1,2,2,2,1,13,13,27.0536793782605
7143210,1,3,1,1,4,1,1,13,13,27.8720866788718
7143214,1,1,1,1,5,1,1,13,13,35.1211739703179
7143214,1,2,1,2,4,1,1,13,13,35.1211739703179
7143214,2,2,1,1,1,1,1,13,13,35.1211739703179
7143216,1,1,1,1,3,1,1,13,13,25.5911101907891
